Filename;track type;Acc.%,Error 0;Error 1;Error 2;Error 3;TP;FP;FN;TN;Precision;Recall;F-measure
bach03.mid (1, 0, 0, 0)
Romanticism_Romanticism_Mendelssohn_Eli28.mid (0, 1, 0, 0)
Baroque_Baroque-Late_Vivaldi_vivaldi_gloria_07_domine_fili.mid (1, 0, 0, 0)
Praeludium#1_in_C_BWV846.MID (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_OD-09-Versa_Est_In_Luctum-2s.mid (1, 0, 0, 0)
Romanticism_Romanticism_Panofka_panofka_24_vocalises_ttes_voix_22.mid (0, 1, 0, 0)
TR08_Tenebrae_Factae_Sunt_1b.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_Magnificat_Sexti_Toni-impares-1t.mid (1, 0, 0, 0)
155.mid (0, 0, 0, 1)
Baroque_Baroque-Middle_Becker_15mfrfr_m.mid (1, 0, 0, 0)
421hungdan5.mid (0, 0, 0, 1)
Classicism_Classicism_Mozart_arias-4-508_1.mid (1, 0, 0, 0)
la_canarie.mid (1, 0, 0, 0)
mozk309a.mid (0, 1, 0, 0)
Renaissance_Renaissance-Late_Victoria_O_Lux_Et_Decus_Hispaniae-b.mid (1, 0, 0, 0)
loopz3.mid (0, 0, 0, 1)
Baroque_Baroque-Late_Bach_Jesu_R1.mid (1, 0, 0, 0)
1407manina.mid (1, 0, 0, 0)
moz304_1.mid (0, 0, 0, 1)
rampolini_bacco.mid (1, 0, 0, 0)
Baroque_Baroque-Middle_Rosenmuller_02padal_m.mid (1, 0, 0, 0)
La_Boheme_Di_G.Puccini_Che_Gelida_Manina.mid (0, 0, 0, 1)
x.cgi_mid_mozart_wamk358.mid (0, 0, 0, 1)
Romanticism_Romanticism_Rossini_rossini.mid (1, 0, 0, 0)
Baroque_Baroque-Late_Bach_p22b_min.mid (0, 0, 0, 1)
Renaissance_Renaissance-Late_Victoria_Quam_Pulchri_Sunt-6-Agnus_Dei-1b.mid (1, 0, 0, 0)
XXCentury_Misc_Messiaen_1331banquetc.mid (0, 1, 0, 0)
lust_mag_mein_herz.mid (1, 0, 0, 0)
senfl_ach_elslein_liebes_elselein_mein.mid (1, 0, 0, 0)
Romanticism_Romanticism_Chopin_CHOPROND.mid (0, 0, 0, 1)
Medieval_ArsAntiqua_Anonymous_hac.mid (1, 0, 0, 0)
Baroque_Baroque-Late_Bach_1690tpvent13w.mid (1, 0, 0, 0)
